hgnc	chrom	3UTR_length	5UTR_GC	5UTR_length
HGNC:7432	chr14	271.0	0.5866666666666667	75.0
HGNC:11648	chr14	941.0	0.6779661016949152	59.0
HGNC:20509	chr14	15845.0	0.7422680412371134	97.0
HGNC:29099	chr16	518.0	0.7340425531914894	282.0
HGNC:19740	chr14	5447.0	0.7831632653061225	392.0
HGNC:1029	chr14	19.0	0.5318181818181819	220.0
HGNC:20343	chr14	1604.0	0.5241379310344828	145.0
HGNC:12718	chr14	401.0	0.6056338028169014	71.0
HGNC:9547	chr14	3022.0	0.6444444444444445	45.0
HGNC:19262	chr14	1959.0	0.7956989247311828	93.0
HGNC:10434	chr14	24213.0	0.7004830917874396	207.0
HGNC:20219	chr14	1251.0	0.7345399698340875	663.0
HGNC:20162	chr14	1321.0	0.5355450236966824	422.0
HGNC:9542	chr14	233.0	0.5263157894736842	19.0
HGNC:12856	chr14	5188.0	0.8217821782178217	101.0
HGNC:17066	chr14	584.0	0.625	24.0
HGNC:19437	chr14	180.0	0.4364035087719298	456.0
HGNC:12305	chr14	3682.0	0.5775401069518716	374.0
HGNC:587	chr14	259.0	0.5611814345991561	237.0
HGNC:8565	chr14	877.0	0.6923076923076923	13.0
HGNC:16898	chr14	820.0	0.6870748299319728	147.0
HGNC:675	chr14	4780.0	0.5066666666666667	300.0
HGNC:23789	chr14	275.0	0.5641025641025641	39.0
HGNC:18349	chr14	386.0	0.4966442953020134	447.0
HGNC:11301	chr14	415.0	0.5642023346303502	257.0
HGNC:2319	chr14	250.0	0.5530546623794212	311.0
HGNC:20153	chr14	414.0	0.5244299674267101	307.0
HGNC:8725	chr14	161.0	0.7473684210526316	95.0
HGNC:19958	chr14	4056.0	0.4603174603174603	378.0
HGNC:20258	chr14	1933.0	0.5958904109589042	730.0
HGNC:9535	chr14	187.0	0.5789473684210527	95.0
HGNC:7797	chr14	500.0	0.8095238095238095	105.0
HGNC:20273	chr14	45.0	0.7409638554216867	166.0
HGNC:9569	chr14	44.0	0.5517241379310345	29.0
HGNC:20512	chr14	1486.0	0.7206703910614525	179.0
HGNC:16879	chr14	159.0	0.5961945031712473	473.0
HGNC:11864	chr14	266.0	0.7345132743362832	113.0
HGNC:10701	chr14	1320.0	0.6711111111111111	225.0
HGNC:4377	chr14	464.0	0.5833333333333334	84.0
HGNC:9162	chr14	1357.0	0.6153846153846154	26.0
HGNC:9795	chr14	77.0	0.7090909090909091	165.0
HGNC:7778	chr14	1896.0	0.6687898089171974	157.0
HGNC:9093	chr20	319.0	0.7840909090909091	88.0
HGNC:16200	chr20	265.0	0.6634304207119741	309.0
HGNC:4624	chr20	396.0	0.7045454545454546	88.0
HGNC:7176	chr20	193.0	0.631578947368421	19.0
HGNC:12723	chr20	798.0	0.6	45.0
HGNC:16181	chr20	742.0	0.5769230769230769	26.0
HGNC:9723	chr20	1490.0	0.7021276595744681	94.0
HGNC:15868	chr20	631.0	0.8106060606060606	132.0
HGNC:9452	chr20	549.0	0.6506024096385542	83.0
HGNC:28980	chr20	2572.0	0.6621621621621622	148.0
HGNC:29163	chr20	754.0	0.7840909090909091	88.0
HGNC:11919	chr20	818.0	0.6666666666666666	30.0
HGNC:15891	chr20	1357.0	0.4	10.0
HGNC:9397	chr20	1547.0	0.2758620689655172	29.0
HGNC:13900	chr20	611.0	0.5448717948717948	156.0
HGNC:15901	chr20	316.0	0.717741935483871	124.0
HGNC:7548	chr20	395.0	0.8176470588235294	170.0
HGNC:16249	chr20	446.0	0.6173913043478261	115.0
HGNC:5024	chr20	3180.0	0.7014925373134329	134.0
HGNC:14462	chr20	1749.0	0.5851063829787234	94.0
HGNC:17329	chr20	1548.0	0.5732009925558312	403.0
HGNC:15870	chr20	506.0	0.7687861271676301	173.0
HGNC:7776	chr20	4533.0	0.8090909090909091	220.0
HGNC:16183	chr20	4326.0	0.8727272727272727	275.0
HGNC:15797	chr20	197.0	0.7857142857142857	84.0
HGNC:11408	chr20	4845.0	0.7368421052631579	57.0
HGNC:15924	chr20	1934.0	0.6017699115044248	113.0
HGNC:15766	chr20	2487.0	0.6815068493150684	876.0
HGNC:8868	chr20	811.0	0.5714285714285714	14.0
HGNC:16173	chr20	690.0	0.6892655367231638	354.0
HGNC:2483	chr20	2635.0	0.5445544554455446	101.0
HGNC:1074	chr20	2206.0	0.7687861271676301	519.0
HGNC:9828	chr20	1103.0	0.6457142857142857	175.0
HGNC:12007	chr20	1593.0	0.7395833333333334	96.0
HGNC:16235	chr20	4443.0	0.7990430622009569	209.0
HGNC:15934	chr20	437.0	0.8148148148148148	54.0
HGNC:2547	chr20	464.0	0.7936507936507936	126.0
HGNC:15860	chr20	107.0	0.5964912280701754	114.0
HGNC:16257	chr20	1871.0	0.5212765957446809	94.0
HGNC:15892	chr20	1862.0	0.6785714285714286	56.0
HGNC:5184	chr20	1046.0	0.814935064935065	308.0
HGNC:16239	chr20	2491.0	0.7142857142857143	35.0
HGNC:9536	chr20	124.0	0.7802197802197802	91.0
HGNC:10953	chr20	400.0	0.7346938775510204	147.0
HGNC:8039	chr20	2504.0	0.75	372.0
HGNC:15866	chr20	2086.0	0.8627450980392157	51.0
HGNC:11646	chr20	970.0	0.8223684210526315	152.0
HGNC:2680	chr20	1490.0	0.5338345864661654	266.0
HGNC:15857	chr20	3563.0	0.7142857142857143	119.0
HGNC:16192	chr20	2085.0	0.7213114754098361	122.0
HGNC:13702	chr20	245.0	0.6302083333333334	192.0
HGNC:16191	chr20	713.0	0.6923076923076923	13.0
HGNC:15852	chr20	1917.0	0.7589285714285714	112.0
HGNC:894	chr20	74.0	0.62	50.0
HGNC:14670	chr20	4090.0	0.64	100.0
HGNC:1958	chr20	3515.0	0.7989130434782609	184.0
HGNC:3192	chr20	284.0	0.7010309278350515	97.0
HGNC:9617	chr20	1535.0	0.7741935483870968	62.0
HGNC:4371	chr20	2484.0	0.7980295566502463	203.0
HGNC:15873	chr20	550.0	0.7344632768361582	177.0
HGNC:15874	chr20	708.0	0.6459627329192547	161.0
HGNC:1726	chr20	1154.0	0.7702702702702703	222.0
HGNC:16213	chr20	1192.0	0.8230616302186878	503.0
HGNC:13779	chr20	6752.0	0.7906976744186046	129.0
HGNC:662	chr20	1796.0	0.7844827586206896	116.0
HGNC:15899	chr20	4370.0	0.6097560975609756	41.0
HGNC:15897	chr20	238.0	0.4875	80.0
HGNC:16228	chr20	869.0	0.7439024390243902	410.0
HGNC:9883	chr20	4250.0	0.5220125786163522	159.0
HGNC:2457	chr20	11463.0	0.5362318840579711	345.0
HGNC:16187	chr20	946.0	0.5568627450980392	255.0
HGNC:487	chr20	3060.0	0.5916666666666667	120.0
HGNC:16175	chr20	1905.0	0.8367346938775511	147.0
HGNC:1801	chr20	7653.0	0.7529411764705882	85.0
HGNC:15836	chr20	2822.0	0.7036247334754797	469.0
HGNC:16435	chr20	324.0	0.6545454545454545	110.0
HGNC:15931	chr20	3273.0	0.6287339971550497	703.0
HGNC:16243	chr20	887.0	0.5867768595041323	121.0
HGNC:15928	chr20	4115.0	0.5538461538461539	65.0
HGNC:10702	chr20	675.0	0.5319148936170213	47.0
HGNC:15889	chr20	2328.0	0.72	275.0
HGNC:4809	chr20	608.0	0.4166666666666667	36.0
HGNC:8820	chr20	1564.0	0.5991189427312775	227.0
HGNC:16153	chr20	866.0	0.5294117647058824	17.0
HGNC:9059	chr20	1799.0	0.5433070866141733	254.0
HGNC:15754	chr20	2198.0	0.6666666666666666	69.0
HGNC:4840	chr20	337.0	0.644808743169399	183.0
HGNC:30797	chr20	1812.0	0.5555555555555556	27.0
HGNC:16112	chr20	1391.0	0.6756756756756757	37.0
HGNC:15762	chr20	1827.0	0.5564516129032258	124.0
HGNC:14988	chr20	3997.0	0.7741935483870968	62.0
HGNC:15925	chr20	2703.0	0.7230769230769231	65.0
HGNC:15916	chr20	2092.0	0.5966386554621849	476.0
HGNC:6320	chr20	3692.0	0.6666666666666666	180.0
HGNC:16125	chr20	216.0		0.0
HGNC:15911	chr20	99.0	0.7241379310344828	29.0
HGNC:15799	chr20	845.0	0.6477272727272727	88.0
HGNC:5385	chr20	356.0	0.6071428571428571	28.0
HGNC:6890	chr20	1677.0	0.6538461538461539	78.0
HGNC:6188	chr20	1814.0	0.603411513859275	469.0
HGNC:15880	chr20	204.0	0.6428571428571429	112.0
HGNC:11167	chr20	550.0	0.7972027972027972	143.0
HGNC:8528	chr20	99.0	0.7222222222222222	36.0
HGNC:29029	chr20	435.0	0.5957446808510638	94.0
HGNC:3113	chr20	1255.0	0.8264462809917356	121.0
HGNC:16209	chr20	2489.0	0.7227722772277227	202.0
HGNC:15920	chr20	4948.0	0.6990291262135923	103.0
HGNC:16171	chr20	806.0	0.8181818181818182	121.0
HGNC:1095	chr20	321.0	0.5	68.0
HGNC:16233	chr20	216.0	0.5588235294117647	34.0
HGNC:11018	chr20	733.0	0.7071129707112971	239.0
HGNC:2475	chr20	259.0	0.7096774193548387	93.0
HGNC:745	chr20	177.0	0.5324675324675324	77.0
HGNC:2476	chr20	254.0	0.6521739130434783	69.0
HGNC:14671	chr20	704.0	0.7368421052631579	19.0
HGNC:15939	chr20	163.0	0.7241379310344828	29.0
HGNC:343	chr20	766.0	0.7058823529411765	85.0
HGNC:15850	chr20	4358.0	0.7715736040609137	197.0
HGNC:11248	chr20	190.0	0.7142857142857143	14.0
HGNC:16122	chr20	586.0	0.7692307692307693	26.0
HGNC:15932	chr20	1518.0	0.5	44.0
HGNC:15861	chr20	1178.0	0.5416666666666666	24.0
HGNC:16160	chr20	223.0	0.7254901960784313	51.0
HGNC:6838	chr20	447.0	0.8013245033112583	151.0
HGNC:15885	chr20	1112.0	0.6896551724137931	203.0
HGNC:15791	chr20	324.0	0.2857142857142857	7.0
HGNC:11944	chr20	134.0	0.59375	64.0
HGNC:15919	chr20	117.0	0.6103896103896104	77.0
HGNC:13238	chr20	888.0	0.6984126984126984	63.0
HGNC:14015	chr18	2202.0	0.5477707006369427	157.0
HGNC:28990	chr18	4816.0	0.6459459459459459	370.0
HGNC:1760	chr18	1084.0	0.6018181818181818	550.0
HGNC:23803	chr18	1537.0	0.7410714285714286	224.0
HGNC:26120	chr18	4496.0	0.7741935483870968	62.0
HGNC:12612	chr18	3345.0	0.7816901408450704	142.0
HGNC:12648	chr18	5810.0	0.7427385892116183	241.0
HGNC:24726	chr18	1470.0	0.4566037735849056	795.0
HGNC:14450	chr18	3294.0	0.7611940298507462	67.0
HGNC:29090	chr18	2465.0	0.7514285714285714	350.0
HGNC:7613	chr18	455.0	0.520618556701031	194.0
HGNC:16701	chr18	318.0	0.6209677419354839	124.0
HGNC:25727	chr18	740.0	0.7314285714285714	175.0
HGNC:17827	chr18	12221.0	0.7577981651376147	545.0
HGNC:25515	chr18	266.0	0.6625	80.0
HGNC:10075	chr18	4577.0	0.4473684210526316	228.0
HGNC:6773	chr18	1519.0	0.722735674676525	541.0
HGNC:6623	chr18	8663.0	0.6111111111111112	252.0
HGNC:6481	chr18	337.0	0.7532467532467533	77.0
HGNC:21150	chr18	4835.0	0.6410256410256411	39.0
HGNC:29135	chr18	4859.0	0.6228813559322034	236.0
HGNC:7870	chr18	1742.0	0.5620481927710843	1660.0
HGNC:9182	chr18	3767.0	0.7333333333333333	30.0
HGNC:21086	chr18	6287.0	0.7613636363636364	792.0
HGNC:9891	chr18	246.0	0.591044776119403	335.0
HGNC:11451	chr18	1861.0	0.6797385620915033	153.0
HGNC:3185	chr12	5374.0	0.7510917030567685	229.0
HGNC:20420	chr13	8704.0	0.5406162464985994	357.0
HGNC:19082	chr13	1519.0	0.723404255319149	235.0
HGNC:3671	chr13	12027.0	0.79	300.0
HGNC:5293	chr13	3291.0	0.4562146892655367	708.0
HGNC:18537	chr13	3564.0	0.6326530612244898	49.0
HGNC:11929	chr13	1540.0	0.4662921348314606	178.0
HGNC:20296	chr13	2384.0	0.6131147540983607	305.0
HGNC:4495	chr13	0.0		0.0
HGNC:20299	chr13	1728.0	0.6194690265486725	113.0
HGNC:20290	chr13	2164.0	0.4290123456790123	324.0
HGNC:6349	chr13	1652.0	0.7089783281733746	323.0
HGNC:11403	chr13	7988.0	0.838006230529595	321.0
HGNC:124	chr19	350.0	0.6792452830188679	53.0
HGNC:9439	chr13	3958.0	0.7264957264957265	117.0
HGNC:15664	chr13	210.0	0.7078651685393258	89.0
HGNC:15607	chr13	2619.0	0.8341013824884793	217.0
HGNC:3687	chr13	3063.0	0.4869047619047619	840.0
HGNC:10809	chr13	621.0	0.4020618556701031	97.0
HGNC:271	chr13	188.0	0.6216216216216216	74.0
HGNC:20596	chr13	360.0	0.5829596412556054	223.0
HGNC:16632	chr13	244.0	0.5555555555555556	54.0
HGNC:10985	chr13	2793.0	0.6639344262295082	122.0
HGNC:6396	chr13	2480.0	0.7670454545454546	176.0
HGNC:3763	chr13	2821.0	0.7859649122807018	285.0
HGNC:20369	chr13	386.0	0.759493670886076	158.0
HGNC:29071	chr13	1362.0	0.7872340425531915	94.0
HGNC:2854	chr13	13708.0	0.7777777777777778	126.0
HGNC:28361	chr13	5910.0	0.7319148936170212	235.0
HGNC:14879	chr13	4175.0	0.7064579256360078	511.0
HGNC:25832	chr13	194.0	0.7288135593220338	118.0
HGNC:25926	chr13	1137.0	0.763265306122449	245.0
HGNC:16826	chr13	2483.0	0.61328125	256.0
HGNC:2076	chr13	4148.0	0.6111111111111112	18.0
HGNC:17190	chr13	1286.0	0.5833333333333334	24.0
HGNC:7371	chr16	129.0	0.6482412060301508	199.0
HGNC:20254	chr16	2064.0	0.8074074074074075	135.0
HGNC:29008	chr16	3262.0	0.6540284360189573	211.0
HGNC:12030	chr16	464.0	0.7625	80.0
HGNC:5227	chr16	156.0	0.746268656716418	67.0
HGNC:2252	chr16	112.0	0.592	125.0
HGNC:6877	chr16	636.0	0.6363636363636364	11.0
HGNC:28638	chr16	62.0	0.6610169491525424	59.0
HGNC:17289	chr16	127.0	0.6938775510204082	196.0
HGNC:18705	chr16	25.0	0.6428571428571429	56.0
HGNC:8927	chr16	2157.0	0.8	20.0
HGNC:25074	chr16	890.0	0.7310924369747899	119.0
HGNC:13722	chr16	1654.0	0.7439024390243902	82.0
HGNC:28958	chr16	5677.0	0.6907216494845361	97.0
HGNC:25787	chr16	110.0	0.576530612244898	784.0
HGNC:18586	chr16	75.0	0.6973180076628352	261.0
HGNC:7774	chr16	8303.0	0.7083333333333334	336.0
HGNC:20598	chr16	5547.0	0.651685393258427	89.0
HGNC:29850	chr16	4178.0	0.8028846153846154	208.0
HGNC:1543	chr16	1487.0	0.7667560321715817	373.0
HGNC:17146	chr16	1368.0	0.7522935779816514	109.0
HGNC:18553	chr16	816.0	0.7651515151515151	132.0
HGNC:16762	chr16	3751.0	0.7662721893491125	338.0
HGNC:10621	chr16	2601.0	0.5882352941176471	34.0
HGNC:2867	chr16	3460.0	0.5714285714285714	21.0
HGNC:10615	chr16	202.0	0.5813953488372093	129.0
HGNC:13723	chr16	1305.0	0.6676923076923077	325.0
HGNC:25070	chr16	94.0	0.7	40.0
HGNC:9189	chr16	890.0	0.7608695652173914	46.0
HGNC:15943	chr16	127.0	0.8987341772151899	79.0
HGNC:28043	chr16	333.0	0.6771084337349398	415.0
HGNC:7161	chr16	1455.0	0.7638190954773869	597.0
HGNC:25792	chr16	1373.0	0.6623376623376623	77.0
HGNC:24374	chr16	3744.0	0.5846153846153846	65.0
HGNC:25002	chr16	4059.0	0.7468354430379747	79.0
HGNC:26336	chr16	227.0	0.5	370.0
HGNC:7851	chr16	329.0	0.6666666666666666	9.0
HGNC:14466	chr16	2043.0	0.6415094339622641	106.0
HGNC:9565	chr16	555.0	0.6633663366336634	101.0
HGNC:26116	chr16	4813.0	0.5714285714285714	21.0
HGNC:25582	chr16	2276.0	0.539440203562341	393.0
HGNC:25507	chr16	489.0	0.7403100775193798	258.0
HGNC:4820	chr16	2394.0	0.5925925925925926	135.0
HGNC:25749	chr16	1521.0	0.6781609195402298	87.0
HGNC:18620	chr16	439.0	0.6363636363636364	11.0
HGNC:14240	chr16	2879.0	0.7028301886792453	424.0
HGNC:25807	chr16	3241.0	0.65	20.0
HGNC:11064	chr16	4491.0	0.5740740740740741	216.0
HGNC:17163	chr16	1401.0	0.6666666666666666	54.0
HGNC:26152	chr16	1193.0	0.7439024390243902	82.0
HGNC:21197	chr16	1221.0	0.7538461538461538	65.0
HGNC:25706	chr16	2847.0	0.7830188679245284	106.0
HGNC:25020	chr16	4090.0	0.5189873417721519	79.0
HGNC:24447	chr16	9645.0	0.6577540106951871	187.0
HGNC:903	chr16	682.0	0.7798165137614679	436.0
HGNC:21198	chr16	238.0	0.0	1.0
HGNC:14124	chr16	1319.0	0.8181818181818182	99.0
HGNC:7150	chr16	11542.0	0.7333333333333333	30.0
HGNC:7211	chr16	69.0	0.788235294117647	85.0
HGNC:23746	chr16	430.0	0.8395061728395061	405.0
HGNC:16475	chr16	2489.0	0.6927710843373494	166.0
HGNC:11534	chr16	1086.0	0.6375545851528385	229.0
HGNC:17378	chr16	634.0	0.7142857142857143	21.0
HGNC:15466	chr16	538.0	0.6702127659574468	94.0
HGNC:29032	chr16	4187.0	0.6826347305389222	167.0
HGNC:18304	chr16	1249.0	0.823170731707317	164.0
HGNC:12608	chr16	840.0	0.6703296703296703	91.0
HGNC:25248	chr16	2866.0	0.6860986547085202	223.0
HGNC:12363	chr16	881.0	0.7909090909090909	110.0
HGNC:23716	chr16	4137.0	0.6352459016393442	244.0
HGNC:7852	chr16	412.0	0.875	24.0
HGNC:51	chr16	1772.0	0.875	136.0
HGNC:25242	chr16	512.0	0.7985611510791367	139.0
HGNC:14154	chr16	898.0	0.75	4.0
HGNC:3809	chr16	2337.0	0.8372093023255814	43.0
HGNC:14179	chr16	652.0	0.75	12.0
HGNC:25778	chr16	1825.0	0.6666666666666666	51.0
HGNC:2025	chr16	1696.0	0.7777777777777778	54.0
HGNC:14177	chr16	259.0	0.7351485148514851	404.0
HGNC:14152	chr16	33.0	0.7829457364341085	129.0
HGNC:11063	chr16	2947.0	0.8235294117647058	85.0
HGNC:14151	chr16	2268.0	0.872093023255814	172.0
HGNC:16510	chr16	4301.0	0.75	32.0
HGNC:11427	chr16	312.0	0.8448275862068966	116.0
HGNC:10007	chr16	216.0	0.8416666666666667	120.0
HGNC:8041	chr16	246.0	0.6818181818181818	22.0
HGNC:12485	chr16	2224.0	0.7449664429530202	149.0
HGNC:13188	chr16	30.0	0.4814814814814814	27.0
HGNC:6998	chr16	1114.0	0.6304347826086957	46.0
HGNC:2418	chr16	260.0	0.6410256410256411	39.0
HGNC:24615	chr16	4742.0	0.7154811715481172	478.0
HGNC:11182	chr16	1120.0	0.7790927021696252	507.0
HGNC:28993	chr16	267.0	0.81640625	256.0
HGNC:4621	chr16	4991.0	0.7076271186440678	236.0
HGNC:12963	chr16	445.0	0.5886075949367089	790.0
HGNC:19009	chr16	2777.0	0.6875	64.0
HGNC:30565	chr16	3799.0	0.375	16.0
HGNC:30405	chr16	691.0	0.611764705882353	85.0
HGNC:29419	chr16	3617.0	0.5714285714285714	7.0
HGNC:11619	chr16	576.0	0.8292682926829268	41.0
HGNC:16064	chr16	4048.0	0.7349397590361446	83.0
HGNC:642	chr16	440.0	0.5353535353535354	99.0
HGNC:25632	chr16	5087.0	0.6036036036036037	111.0
HGNC:20060	chr16	6640.0	0.8461538461538461	182.0
HGNC:5014	chr16	591.0	0.6946564885496184	131.0
HGNC:11808	chr16	1243.0	0.7857142857142857	14.0
HGNC:44424	chr16	68.0	0.7536231884057971	69.0
HGNC:17613	chr16	1409.0	0.4822695035460992	141.0
HGNC:10524	chr16	1130.0	0.5517241379310345	29.0
HGNC:11972	chr16	2808.0	0.8333333333333334	420.0
HGNC:9894	chr16	1348.0	0.7674418604651163	86.0
HGNC:9755	chr16	1288.0	0.5555555555555556	18.0
HGNC:15516	chr16	6926.0	0.8536585365853658	164.0
HGNC:16608	chr16	99.0	0.7714285714285715	70.0
HGNC:29168	chr16	3923.0	0.6875	64.0
HGNC:6914	chr16	933.0	0.8959537572254336	173.0
HGNC:11439	chr16	268.0	0.6814516129032258	248.0
HGNC:1769	chr16	832.0	0.7398373983739838	369.0
HGNC:16902	chr16	526.0	0.6974169741697417	271.0
HGNC:17933	chr16	100.0	0.6666666666666666	18.0
HGNC:30060	chr16	512.0	0.7786259541984732	131.0
HGNC:6006	chr16	2759.0	0.6247288503253796	461.0
HGNC:24119	chr16	1256.0	0.742014742014742	407.0
HGNC:22999	chr16	1147.0	0.471953578336557	517.0
HGNC:24342	chr16	2160.0	0.6639676113360324	247.0
HGNC:24641	chr16	687.0	0.5185185185185185	27.0
HGNC:11048	chr16	3846.0	0.7725321888412017	233.0
HGNC:16867	chr16	2193.0	0.6818181818181818	110.0
HGNC:34404	chr16	4973.0	0.6527777777777778	72.0
HGNC:643	chr15	1776.0	0.4756756756756757	185.0
HGNC:25662	chr15	2154.0	0.7333333333333333	30.0
HGNC:25721	chr15	1058.0	0.6846846846846847	111.0
HGNC:16468	chr15	256.0	0.7272727272727273	11.0
HGNC:2256	chr15	1832.0	0.7814814814814814	270.0
HGNC:2444	chr15	684.0	0.7507082152974505	706.0
HGNC:4867	chr15	463.0	0.6283783783783784	148.0
HGNC:12310	chr15	239.0	0.6785714285714286	28.0
HGNC:29666	chr15	1550.0	0.9230769230769232	26.0
HGNC:30289	chr15	1562.0	0.8269230769230769	156.0
HGNC:567	chr15	279.0	0.757396449704142	169.0
HGNC:29567	chr15	3976.0	0.59375	64.0
HGNC:13770	chr15	2525.0	0.8705882352941177	85.0
HGNC:9760	chr15	4149.0	0.6842105263157895	95.0
HGNC:2535	chr15	1072.0	0.7230769230769231	65.0
HGNC:25730	chr15	1687.0	0.4589774078478002	841.0
HGNC:19137	chr15	1558.0	0.75	132.0
HGNC:3579	chr15	140.0	0.6964285714285714	56.0
HGNC:29213	chr15	2847.0	0.6476190476190476	420.0
HGNC:24567	chr15	366.0	0.6434782608695652	115.0
HGNC:17513	chr15	732.0	0.827027027027027	185.0
HGNC:3245	chr15	4712.0	0.7142857142857143	63.0
HGNC:24522	chr15	1261.0	0.5428571428571428	35.0
HGNC:12886	chr15	4481.0	0.6804123711340206	194.0
HGNC:29298	chr15	311.0	0.5862068965517241	116.0
HGNC:13536	chr15	1956.0	0.4705882352941176	153.0
HGNC:8101	chr15	513.0	0.5575221238938053	113.0
HGNC:30926	chr15	12654.0	0.5615384615384615	130.0
HGNC:11781	chr15	601.0	0.620253164556962	79.0
HGNC:29075	chr15	3087.0	0.87890625	256.0
HGNC:4074	chr15	3243.0	0.6728971962616822	214.0
HGNC:11827	chr15	1443.0	0.7477272727272727	440.0
HGNC:24132	chr15	3897.0	0.7041666666666667	240.0
HGNC:2938	chr15	1193.0	0.7168141592920354	226.0
HGNC:13707	chr15	1500.0	0.6205533596837944	253.0
HGNC:25556	chr15	2779.0	0.5925925925925926	27.0
HGNC:3270	chr15	1654.0	0.625	48.0
HGNC:11226	chr15	425.0	0.7333333333333333	15.0
HGNC:18313	chr15	844.0	0.7263157894736842	95.0
HGNC:15972	chr15	634.0	0.6112852664576802	319.0
HGNC:20300	chr15	481.0	0.6333333333333333	30.0
HGNC:11015	chr15	5557.0	0.7832699619771863	263.0
HGNC:8549	chr15	3194.0	0.6	65.0
HGNC:17940	chr15	8276.0	0.7758620689655172	58.0
HGNC:10812	chr8	2441.0	0.5114942528735632	174.0
HGNC:8805	chr8	343.0	0.7567567567567568	37.0
HGNC:26193	chr8	1021.0	0.6305732484076433	157.0
HGNC:18469	chr8	4578.0	0.8223140495867769	242.0
HGNC:17298	chr8	1222.0	0.6025641025641025	78.0
HGNC:16285	chr8	2664.0	0.7297297297297297	37.0
HGNC:25858	chr8	1358.0	0.7368421052631579	19.0
HGNC:10263	chr8	481.0	0.3277310924369748	119.0
HGNC:1373	chr8	704.0	0.7466666666666667	75.0
HGNC:4041	chr8	11247.0	0.4885057471264368	522.0
HGNC:25592	chr8	485.0	0.5402298850574713	87.0
HGNC:10020	chr8	648.0	0.689795918367347	245.0
HGNC:3519	chr8	1907.0	0.5870020964360587	477.0
HGNC:7652	chr8	2251.0	0.7452830188679245	106.0
HGNC:497	chr8	1656.0	0.7085714285714285	175.0
HGNC:16910	chr8	318.0	0.6666666666666666	195.0
HGNC:2753	chr8	1736.0	0.5	16.0
HGNC:1434	chr8	1565.0	0.6538461538461539	182.0
HGNC:26019	chr8	5862.0	0.776595744680851	282.0
HGNC:10776	chr8	3205.0	0.7961783439490446	314.0
HGNC:13646	chr8	1539.0	0.7747747747747747	222.0
HGNC:25616	chr8	7883.0	0.675	40.0
HGNC:30129	chr8	1564.0	0.62	100.0
HGNC:25854	chr8	3152.0	0.7857142857142857	98.0
HGNC:5960	chr8	1481.0	0.6559139784946236	186.0
HGNC:9051	chr8	1275.0	0.5306122448979592	98.0
HGNC:14201	chr8	2351.0	0.7905138339920948	253.0
HGNC:2894	chr8	37.0	0.5434782608695652	184.0
HGNC:11406	chr8	1209.0	0.6756756756756757	148.0
HGNC:15968	chr8	2509.0	0.7288135593220338	59.0
HGNC:9763	chr8	2875.0	0.7420814479638009	221.0
HGNC:3277	chr8	669.0	0.4	15.0
HGNC:28963	chr8	2598.0	0.6571428571428571	35.0
HGNC:25966	chr8	1577.0	0.5517241379310345	145.0
HGNC:12769	chr8	3980.0	0.6698113207547169	106.0
HGNC:7679	chr8	1703.0	0.6715328467153284	137.0
HGNC:24277	chr8	2272.0	0.7166666666666667	60.0
HGNC:6023	chr8	941.0	0.5545286506469501	541.0
HGNC:10577	chr8	1284.0	0.5949367088607594	79.0
HGNC:17684	chr8	1936.0	0.6	215.0
HGNC:12340	chr8	5527.0	0.4710144927536231	552.0
HGNC:11212	chr8	882.0	0.53125	32.0
HGNC:13544	chr8	1907.0	0.7752808988764045	178.0
HGNC:7655	chr8	2767.0	0.5196850393700787	127.0
HGNC:14980	chr8	1914.0	0.475	160.0
HGNC:4375	chr8	161.0	0.7333333333333333	90.0
HGNC:16806	chr8	2029.0	0.7467811158798283	466.0
HGNC:25697	chr8	158.0	0.7	110.0
HGNC:12390	chr8	292.0	0.7701149425287356	87.0
HGNC:25846	chr8	2490.0	0.7037037037037037	27.0
HGNC:3211	chr8	64.0	0.6219512195121951	82.0
HGNC:536	chr8	446.0	0.3898305084745763	59.0
HGNC:11279	chr8	338.0	0.5806451612903226	899.0
HGNC:26102	chr8	1576.0	0.5701492537313433	335.0
HGNC:25548	chr8	262.0	0.7622950819672131	122.0
HGNC:23994	chr8	3304.0	0.6347305389221557	167.0
HGNC:20858	chr8	3038.0	0.7397260273972602	146.0
HGNC:14596	chr8	5358.0	0.7534246575342466	73.0
HGNC:6555	chr8	2662.0	0.7428571428571429	105.0
HGNC:16964	chr8	466.0	0.6	15.0
HGNC:27329	chr8	182.0	0.7941176470588235	68.0
HGNC:4623	chr8	1454.0	0.7272727272727273	11.0
HGNC:11904	chr8	1242.0	0.5609756097560976	41.0
HGNC:9300	chr8	619.0	0.801007556675063	397.0
HGNC:27234	chr8	403.0	0.7619047619047619	63.0
HGNC:7734	chr8	487.0	0.6666666666666666	33.0
HGNC:30242	chr8	2482.0	0.7678571428571429	168.0
HGNC:14103	chr8	1378.0	0.7617021276595745	235.0
HGNC:25272	chr16	265.0	0.6979166666666666	96.0
HGNC:6947	chr8	1382.0	0.6818181818181818	88.0
HGNC:198	chr8	360.0	0.5714285714285714	42.0
HGNC:22401	chr8	2010.0	0.6844919786096256	187.0
HGNC:3695	chr8	203.0	0.4842105263157895	95.0
HGNC:735	chr8	1542.0	0.6326530612244898	49.0
HGNC:1085	chr8	2715.0	0.6493506493506493	77.0
HGNC:6826	chr19	108.0	0.6829268292682927	41.0
